Date,Price,Open,High,Low,Vol.,Change %,r
6-Feb-13,"5,439.01","5,404.21","5,439.12","5,390.84",-,0.24%,0.0024
5-Feb-13,"5,426.22","5,397.96","5,438.32","5,397.96",-,0.92%,0.0091
4-Feb-13,"5,376.89","5,420.09","5,420.09","5,371.57",-,-1.39%,-0.0141
1-Feb-13,"5,452.67","5,423.59","5,459.27","5,418.92",-,0.91%,0.0090
31-Jan-13,"5,403.37","5,407.79","5,413.54","5,388.33",-,-0.08%,-0.0008
30-Jan-13,"5,407.48","5,412.35","5,421.69","5,395.76",-,-0.29%,-0.0029
29-Jan-13,"5,423.15","5,389.50","5,426.33","5,389.50",-,0.52%,0.0052
28-Jan-13,"5,394.87","5,416.71","5,416.71","5,378.88",-,-0.28%,-0.0028
25-Jan-13,"5,410.00","5,400.37","5,410.00","5,379.40",-,0.51%,0.0051
24-Jan-13,"5,382.62","5,364.85","5,404.95","5,364.60",-,0.50%,0.0050
23-Jan-13,"5,355.58","5,357.91","5,359.79","5,336.56",-,-0.30%,-0.0030
22-Jan-13,"5,371.54","5,333.29","5,371.85","5,329.26",-,0.52%,0.0052
18-Jan-13,"5,343.67","5,333.57","5,343.67","5,310.25",-,0.09%,0.0009
17-Jan-13,"5,338.80","5,335.33","5,351.04","5,323.03",-,0.23%,0.0023
16-Jan-13,"5,326.58","5,317.90","5,330.99","5,299.39",-,-0.21%,-0.0021
15-Jan-13,"5,337.78","5,307.76","5,340.51","5,291.67",-,0.17%,0.0017
14-Jan-13,"5,328.69","5,330.72","5,333.47","5,300.22",-,0.03%,0.0003
11-Jan-13,"5,327.28","5,329.98","5,329.98","5,301.49",-,-0.13%,-0.0013
10-Jan-13,"5,334.13","5,310.73","5,337.16","5,296.19",-,1.15%,0.0113
9-Jan-13,"5,273.74","5,271.74","5,299.61","5,261.89",-,0.38%,0.0038
8-Jan-13,"5,253.83","5,259.37","5,260.93","5,229.21",-,-0.30%,-0.0030
7-Jan-13,"5,269.55","5,264.93","5,272.41","5,243.26",-,-0.07%,-0.0007
4-Jan-13,"5,273.08","5,222.98","5,276.08","5,220.32",-,1.00%,0.0099
3-Jan-13,"5,220.90","5,228.20","5,241.52","5,209.74",-,-0.43%,-0.0044
2-Jan-13,"5,243.71","5,208.19","5,243.72","5,207.81",-,2.53%,0.0246
31-Dec-12,"5,114.54","5,035.15","5,115.54","5,034.11",-,1.46%,0.0144
28-Dec-12,"5,041.01","5,053.24","5,075.78","5,038.12",-,-0.84%,-0.0085
27-Dec-12,"5,083.96","5,096.01","5,111.69","5,029.55",-,-0.08%,-0.0008
26-Dec-12,"5,087.81","5,099.42","5,109.55","5,075.53",-,-0.14%,-0.0014
24-Dec-12,"5,095.13","5,094.81","5,100.33","5,088.54",-,-0.11%,-0.0011
21-Dec-12,"5,100.96","5,092.67","5,110.28","5,074.03",-,-0.99%,-0.0100
20-Dec-12,"5,151.88","5,091.99","5,151.89","5,091.99",-,1.18%,0.0116
19-Dec-12,"5,091.99","5,097.05","5,125.59","5,091.47",-,-0.10%,-0.0010
18-Dec-12,"5,097.06","5,046.05","5,097.06","5,042.46",-,1.37%,0.0135
17-Dec-12,"5,028.37","4,971.55","5,028.40","4,971.55",-,1.37%,0.0135
14-Dec-12,"4,960.44","4,965.18","4,971.72","4,957.16",-,-0.07%,-0.0007
13-Dec-12,"4,963.79","4,982.90","4,995.58","4,956.35",-,-0.41%,-0.0041
12-Dec-12,"4,984.31","4,979.16","5,018.93","4,977.29",-,0.40%,0.0040
11-Dec-12,"4,964.39","4,954.43","4,980.81","4,952.69",-,0.48%,0.0048
10-Dec-12,"4,940.72","4,943.40","4,948.05","4,926.37",-,-0.21%,-0.0021
7-Dec-12,"4,951.10","4,936.45","4,951.16","4,925.64",-,0.46%,0.0046
6-Dec-12,"4,928.21","4,920.27","4,929.56","4,905.95",-,0.21%,0.0021
5-Dec-12,"4,918.07","4,889.42","4,936.23","4,875.50",-,0.93%,0.0092
4-Dec-12,"4,872.69","4,877.02","4,890.79","4,859.61",-,-0.02%,-0.0002
3-Dec-12,"4,873.53","4,888.95","4,913.15","4,869.35",-,-0.32%,-0.0032
30-Nov-12,"4,888.95","4,883.26","4,899.86","4,872.75",-,0.14%,0.0014
29-Nov-12,"4,881.95","4,870.38","4,889.96","4,858.76",-,0.77%,0.0076
28-Nov-12,"4,844.88","4,796.77","4,846.27","4,765.26",-,0.48%,0.0048
27-Nov-12,"4,821.50","4,846.67","4,862.07","4,818.78",-,-0.66%,-0.0066
26-Nov-12,"4,853.48","4,850.13","4,853.67","4,826.88",-,-0.45%,-0.0045
23-Nov-12,"4,875.43","4,832.36","4,875.50","4,832.36",-,1.37%,0.0135
21-Nov-12,"4,809.70","4,804.23","4,809.82","4,786.54",-,0.24%,0.0024
20-Nov-12,"4,798.12","4,773.41","4,802.12","4,751.57",-,0.38%,0.0038
19-Nov-12,"4,779.99","4,739.08","4,780.55","4,739.08",-,1.97%,0.0193
16-Nov-12,"4,687.67","4,667.75","4,690.64","4,627.17",-,0.46%,0.0046
15-Nov-12,"4,665.98","4,655.42","4,690.29","4,645.83",-,0.36%,0.0035
14-Nov-12,"4,649.46","4,729.33","4,751.55","4,639.02",-,-1.65%,-0.0167
13-Nov-12,"4,727.27","4,727.54","4,778.90","4,720.04",-,-0.59%,-0.0059
12-Nov-12,"4,755.20","4,762.62","4,763.46","4,754.33",-,0.23%,0.0022
9-Nov-12,"4,744.52","4,717.97","4,779.86","4,709.11",-,0.05%,0.0005
8-Nov-12,"4,742.00","4,789.50","4,821.38","4,741.99",-,-0.91%,-0.0092
7-Nov-12,"4,785.65","4,865.23","4,865.23","4,772.40",-,-2.73%,-0.0281
6-Nov-12,"4,919.92","4,871.27","4,929.72","4,871.27",-,1.00%,0.0099
5-Nov-12,"4,871.27","4,864.92","4,878.13","4,835.07",-,-0.23%,-0.0023
2-Nov-12,"4,882.55","4,928.56","4,931.34","4,877.71",-,-0.63%,-0.0063
1-Nov-12,"4,913.50","4,858.67","4,913.50","4,856.74",-,1.31%,0.0129
31-Oct-12,"4,849.98","4,812.71","4,854.01","4,812.71",-,0.77%,0.0077
26-Oct-12,"4,812.71","4,826.13","4,836.18","4,790.52",-,-0.57%,-0.0057
25-Oct-12,"4,840.26","4,858.02","4,878.51","4,811.88",-,0.34%,0.0034
24-Oct-12,"4,823.66","4,843.27","4,854.49","4,815.50",-,-0.04%,-0.0004
23-Oct-12,"4,825.35","4,863.07","4,863.07","4,800.58",-,-1.71%,-0.0174
22-Oct-12,"4,909.42","4,896.15","4,911.69","4,870.04",-,0.28%,0.0028
19-Oct-12,"4,895.78","4,949.81","4,949.81","4,876.17",-,-1.44%,-0.0146
18-Oct-12,"4,967.45","4,963.08","4,989.74","4,948.99",-,0.00%,0.0000
17-Oct-12,"4,967.54","4,924.52","4,971.20","4,920.79",-,1.16%,0.0115
16-Oct-12,"4,910.63","4,857.28","4,917.89","4,857.28",-,1.10%,0.0109
15-Oct-12,"4,857.29","4,825.41","4,858.98","4,805.36",-,1.06%,0.0105
12-Oct-12,"4,806.24","4,828.66","4,847.87","4,795.40",-,-0.90%,-0.0091
11-Oct-12,"4,849.97","4,855.35","4,878.63","4,846.46",-,0.71%,0.0070
10-Oct-12,"4,815.78","4,819.51","4,833.69","4,795.61",-,-0.05%,-0.0005
9-Oct-12,"4,818.42","4,861.21","4,871.57","4,814.53",-,-1.01%,-0.0102
8-Oct-12,"4,867.37","4,858.05","4,873.25","4,851.94",-,-0.36%,-0.0036
5-Oct-12,"4,884.95","4,904.36","4,927.02","4,869.96",-,0.15%,0.0015
4-Oct-12,"4,877.63","4,841.66","4,880.56","4,839.77",-,1.36%,0.0134
3-Oct-12,"4,812.32","4,796.75","4,826.05","4,774.49",-,0.50%,0.0050
2-Oct-12,"4,788.44","4,779.04","4,812.51","4,771.58",-,0.20%,0.0020
1-Oct-12,"4,779.04","4,777.03","4,830.29","4,767.13",-,0.50%,0.0050
28-Sep-12,"4,755.32","4,793.53","4,793.53","4,738.52",-,-0.80%,-0.0080
27-Sep-12,"4,793.53","4,758.28","4,807.76","4,753.85",-,1.21%,0.0120
26-Sep-12,"4,736.10","4,760.05","4,760.50","4,728.34",-,-0.96%,-0.0097
25-Sep-12,"4,781.97","4,855.22","4,870.79","4,781.80",-,-1.30%,-0.0132
24-Sep-12,"4,845.10","4,823.80","4,863.55","4,821.52",-,-0.13%,-0.0013
21-Sep-12,"4,851.36","4,883.03","4,887.04","4,850.88",-,0.00%,0.0000
20-Sep-12,"4,851.57","4,843.97","4,854.07","4,815.17",-,-0.68%,-0.0069
19-Sep-12,"4,885.00","4,887.69","4,904.62","4,875.27",-,0.09%,0.0009
18-Sep-12,"4,880.47","4,888.72","4,894.67","4,868.24",-,-0.63%,-0.0063
17-Sep-12,"4,911.30","4,940.42","4,953.94","4,903.87",-,-0.82%,-0.0083
14-Sep-12,"4,951.92","4,934.67","4,989.67","4,934.67",-,1.03%,0.0102
13-Sep-12,"4,901.45","4,792.28","4,912.16","4,775.84",-,2.05%,0.0201
12-Sep-12,"4,802.89","4,794.86","4,819.24","4,790.62",-,0.61%,0.0060
11-Sep-12,"4,773.88","4,738.25","4,777.53","4,737.01",-,0.96%,0.0095
10-Sep-12,"4,728.35","4,758.01","4,768.69","4,728.01",-,-0.70%,-0.0070
7-Sep-12,"4,761.50","4,735.70","4,765.28","4,735.70",-,1.22%,0.0121
6-Sep-12,"4,703.95","4,616.74","4,705.67","4,616.74",-,2.48%,0.0242
5-Sep-12,"4,589.92","4,592.66","4,598.42","4,576.87",-,-0.05%,-0.0005
4-Sep-12,"4,592.15","4,586.27","4,601.16","4,564.54",-,0.02%,0.0002
31-Aug-12,"4,591.23","4,585.75","4,606.63","4,558.74",-,0.77%,0.0077
30-Aug-12,"4,556.08","4,572.62","4,572.62","4,537.98",-,-0.77%,-0.0077
29-Aug-12,"4,591.31","4,585.27","4,598.94","4,575.02",-,0.14%,0.0014
28-Aug-12,"4,585.05","4,579.39","4,601.76","4,568.80",-,0.04%,0.0004
27-Aug-12,"4,583.25","4,594.55","4,600.78","4,575.71",-,-0.04%,-0.0004
24-Aug-12,"4,585.08","4,553.26","4,595.62","4,542.42",-,0.34%,0.0034
23-Aug-12,"4,569.52","4,601.10","4,601.10","4,567.60",-,-0.83%,-0.0084
22-Aug-12,"4,607.84","4,600.55","4,619.16","4,581.04",-,-0.12%,-0.0012
21-Aug-12,"4,613.47","4,615.39","4,657.85","4,602.23",-,0.34%,0.0034
20-Aug-12,"4,597.68","4,585.77","4,597.80","4,572.64",-,-0.03%,-0.0003
17-Aug-12,"4,599.13","4,587.44","4,599.63","4,583.53",-,0.49%,0.0049
16-Aug-12,"4,576.53","4,543.75","4,583.31","4,530.86",-,0.92%,0.0091
15-Aug-12,"4,534.71","4,521.10","4,539.91","4,514.60",-,0.19%,0.0019
14-Aug-12,"4,525.96","4,537.68","4,552.75","4,516.92",-,0.00%,0.0000
13-Aug-12,"4,526.10","4,526.80","4,531.51","4,499.02",-,-0.11%,-0.0011
10-Aug-12,"4,530.90","4,511.16","4,534.24","4,496.23",-,0.16%,0.0016
9-Aug-12,"4,523.63","4,518.43","4,540.15","4,512.07",-,-0.08%,-0.0008
8-Aug-12,"4,527.06","4,509.62","4,541.54","4,507.33",-,-0.09%,-0.0009
7-Aug-12,"4,530.92","4,522.30","4,557.63","4,522.30",-,0.64%,0.0063
6-Aug-12,"4,502.20","4,508.17","4,536.37","4,501.40",-,0.19%,0.0019
3-Aug-12,"4,493.66","4,425.43","4,503.13","4,425.43",-,2.70%,0.0263
2-Aug-12,"4,375.45","4,380.46","4,405.55","4,341.60",-,-1.12%,-0.0113
1-Aug-12,"4,424.79","4,457.95","4,466.26","4,421.31",-,-0.40%,-0.0040
31-Jul-12,"4,442.52","4,450.62","4,460.27","4,436.16",-,-0.57%,-0.0058
30-Jul-12,"4,468.20","4,462.78","4,491.20","4,459.72",-,-0.07%,-0.0007
27-Jul-12,"4,471.23","4,393.40","4,489.27","4,389.89",-,2.41%,0.0235
26-Jul-12,"4,365.97","4,340.38","4,374.37","4,340.38",-,2.04%,0.0200
25-Jul-12,"4,278.57","4,278.98","4,295.46","4,253.96",-,0.42%,0.0042
24-Jul-12,"4,260.78","4,295.90","4,295.90","4,229.05",-,-0.79%,-0.0079
23-Jul-12,"4,294.51","4,296.58","4,302.90","4,249.73",-,-1.25%,-0.0127
20-Jul-12,"4,348.87","4,391.39","4,391.39","4,346.91",-,-1.84%,-0.0188
19-Jul-12,"4,430.51","4,450.97","4,463.47","4,419.96",-,-0.34%,-0.0034
18-Jul-12,"4,445.44","4,439.18","4,461.52","4,434.24",-,-0.37%,-0.0037
17-Jul-12,"4,461.79","4,450.11","4,461.79","4,397.41",-,0.67%,0.0067
16-Jul-12,"4,432.09","4,440.87","4,447.18","4,420.90",-,-0.29%,-0.0029
13-Jul-12,"4,445.16","4,368.09","4,447.75","4,368.09",-,2.00%,0.0196
12-Jul-12,"4,357.99","4,364.40","4,374.79","4,331.69",-,-1.01%,-0.0102
11-Jul-12,"4,402.26","4,373.34","4,411.49","4,373.34",-,0.66%,0.0066
10-Jul-12,"4,373.26","4,421.87","4,443.07","4,354.37",-,-0.80%,-0.0080
9-Jul-12,"4,408.44","4,406.51","4,415.45","4,383.82",-,-0.30%,-0.0030
6-Jul-12,"4,421.79","4,422.36","4,430.36","4,404.90",-,-0.98%,-0.0099
5-Jul-12,"4,465.69","4,496.66","4,496.66","4,452.05",-,-1.37%,-0.0139
3-Jul-12,"4,527.82","4,491.58","4,534.66","4,489.06",-,0.74%,0.0073
2-Jul-12,"4,494.78","4,477.98","4,494.78","4,447.24",-,0.81%,0.0080
29-Jun-12,"4,458.64","4,415.43","4,458.71","4,415.43",-,2.76%,0.0269
28-Jun-12,"4,338.84","4,301.27","4,338.97","4,269.70",-,-0.40%,-0.0040
27-Jun-12,"4,356.30","4,319.68","4,363.01","4,304.81",-,1.15%,0.0114
26-Jun-12,"4,306.70","4,292.84","4,321.71","4,268.18",-,0.58%,0.0057
25-Jun-12,"4,282.02","4,320.56","4,320.56","4,267.38",-,-2.15%,-0.0220
22-Jun-12,"4,376.02","4,369.58","4,386.18","4,351.93",-,1.06%,0.0105
21-Jun-12,"4,329.92","4,442.34","4,456.54","4,325.64",-,-2.46%,-0.0252
20-Jun-12,"4,438.99","4,434.01","4,461.86","4,397.96",-,0.44%,0.0044
19-Jun-12,"4,419.33","4,362.77","4,437.55","4,362.77",-,1.90%,0.0187
18-Jun-12,"4,336.90","4,335.29","4,365.48","4,314.86",-,-0.57%,-0.0058
15-Jun-12,"4,361.97","4,318.38","4,363.23","4,312.09",-,1.41%,0.0139
14-Jun-12,"4,301.30","4,261.00","4,316.95","4,252.06",-,1.13%,0.0112
13-Jun-12,"4,253.09","4,254.04","4,303.84","4,237.83",-,-0.46%,-0.0046
12-Jun-12,"4,272.59","4,205.63","4,273.35","4,203.12",-,1.59%,0.0157
11-Jun-12,"4,205.60","4,319.20","4,326.49","4,202.72",-,-1.70%,-0.0173
8-Jun-12,"4,278.52","4,232.87","4,278.61","4,202.62",-,0.54%,0.0054
7-Jun-12,"4,255.60","4,303.63","4,326.07","4,249.53",-,0.02%,0.0002
6-Jun-12,"4,254.66","4,167.25","4,254.66","4,164.46",-,3.02%,0.0294
5-Jun-12,"4,129.74","4,063.77","4,132.59","4,061.89",-,1.51%,0.0149
4-Jun-12,"4,068.20","4,091.12","4,105.79","4,039.87",-,-0.28%,-0.0028
1-Jun-12,"4,079.64","4,150.69","4,150.69","4,076.12",-,-3.10%,-0.0320
31-May-12,"4,210.04","4,191.45","4,238.73","4,153.69",-,0.60%,0.0060
30-May-12,"4,184.95","4,242.33","4,242.33","4,184.25",-,-2.30%,-0.0235
29-May-12,"4,283.35","4,255.17","4,283.35","4,248.29",-,1.28%,0.0126
25-May-12,"4,229.30","4,247.09","4,255.56","4,217.76",-,-0.63%,-0.0064
24-May-12,"4,256.16","4,268.52","4,277.49","4,212.58",-,0.01%,0.0001
23-May-12,"4,255.62","4,222.03","4,257.93","4,166.08",-,0.12%,0.0012
22-May-12,"4,250.64","4,242.15","4,303.18","4,226.45",-,0.52%,0.0052
21-May-12,"4,228.53","4,179.12","4,231.43","4,162.50",-,1.38%,0.0136
18-May-12,"4,171.14","4,225.53","4,231.16","4,160.20",-,-1.07%,-0.0108
17-May-12,"4,216.22","4,299.08","4,299.08","4,216.20",-,-2.15%,-0.0220
16-May-12,"4,308.89","4,382.08","4,402.45","4,308.74",-,-1.35%,-0.0137
15-May-12,"4,367.98","4,403.96","4,415.29","4,360.80",-,-0.85%,-0.0086
14-May-12,"4,405.56","4,440.56","4,442.17","4,404.63",-,-1.94%,-0.0198
11-May-12,"4,492.68","4,470.92","4,529.49","4,456.38",-,-0.97%,-0.0098
10-May-12,"4,536.49","4,549.55","4,572.95","4,527.23",-,0.75%,0.0075
9-May-12,"4,502.64","4,503.56","4,533.96","4,462.54",-,-1.18%,-0.0119
8-May-12,"4,556.21","4,573.50","4,578.31","4,518.12",-,-0.95%,-0.0096
7-May-12,"4,599.94","4,552.66","4,608.25","4,552.66",-,0.70%,0.0069
4-May-12,"4,568.05","4,615.82","4,615.82","4,555.64",-,-1.29%,-0.0131
3-May-12,"4,627.67","4,674.80","4,677.39","4,587.21",-,-1.03%,-0.0104
2-May-12,"4,675.74","4,720.96","4,720.96","4,640.64",-,-0.96%,-0.0097
1-May-12,"4,720.97","4,681.21","4,751.83","4,677.60",-,0.84%,0.0083
30-Apr-12,"4,681.78","4,701.12","4,701.12","4,658.60",-,-0.74%,-0.0074
27-Apr-12,"4,716.57","4,714.46","4,721.29","4,678.84",-,0.39%,0.0039
26-Apr-12,"4,698.41","4,657.52","4,701.30","4,648.52",-,0.50%,0.0050
25-Apr-12,"4,674.83","4,661.85","4,686.05","4,640.76",-,0.99%,0.0098
24-Apr-12,"4,629.04","4,585.61","4,631.06","4,585.61",-,0.99%,0.0098
23-Apr-12,"4,583.87","4,570.43","4,585.70","4,538.58",-,-1.11%,-0.0112
20-Apr-12,"4,635.16","4,654.06","4,670.06","4,632.54",-,0.04%,0.0004
19-Apr-12,"4,633.31","4,662.28","4,673.84","4,606.45",-,-0.40%,-0.0040
18-Apr-12,"4,652.04","4,658.92","4,684.73","4,647.28",-,-0.76%,-0.0076
17-Apr-12,"4,687.61","4,653.97","4,700.14","4,640.97",-,1.60%,0.0157
16-Apr-12,"4,613.87","4,618.22","4,636.80","4,576.93",-,0.55%,0.0054
13-Apr-12,"4,588.85","4,671.07","4,671.07","4,588.83",-,-2.15%,-0.0220
12-Apr-12,"4,689.58","4,608.87","4,691.07","4,602.63",-,1.94%,0.0190
11-Apr-12,"4,600.45","4,585.50","4,614.54","4,585.50",-,1.58%,0.0155
10-Apr-12,"4,529.09","4,621.47","4,636.46","4,526.99",-,-2.22%,-0.0227
9-Apr-12,"4,632.12","4,644.35","4,654.10","4,608.63",-,-1.39%,-0.0141
5-Apr-12,"4,697.22","4,685.50","4,718.76","4,677.34",-,-0.34%,-0.0034
4-Apr-12,"4,713.03","4,735.72","4,742.50","4,690.61",-,-1.62%,-0.0165
3-Apr-12,"4,790.67","4,819.42","4,822.08","4,757.44",-,-1.04%,-0.0105
2-Apr-12,"4,841.14","4,795.51","4,854.97","4,766.21",-,0.95%,0.0094
30-Mar-12,"4,795.51","4,801.25","4,804.40","4,760.87",-,0.32%,0.0032
29-Mar-12,"4,780.08","4,793.58","4,793.58","4,736.01",-,-1.03%,-0.0104
28-Mar-12,"4,829.98","4,831.35","4,841.78","4,785.60",-,-0.17%,-0.0017
27-Mar-12,"4,838.03","4,882.19","4,887.48","4,837.90",-,-0.81%,-0.0082
26-Mar-12,"4,877.71","4,834.53","4,877.80","4,834.53",-,1.43%,0.0141
23-Mar-12,"4,809.17","4,764.25","4,812.23","4,746.34",-,0.80%,0.0079
22-Mar-12,"4,771.09","4,780.64","4,791.13","4,756.33",-,-1.15%,-0.0116
21-Mar-12,"4,826.49","4,856.82","4,861.22","4,814.79",-,-0.60%,-0.0060
20-Mar-12,"4,855.69","4,839.34","4,865.55","4,811.04",-,-0.33%,-0.0034
19-Mar-12,"4,871.97","4,839.08","4,905.38","4,830.05",-,0.57%,0.0057
16-Mar-12,"4,844.33","4,839.01","4,854.13","4,829.26",-,0.49%,0.0049
15-Mar-12,"4,820.53","4,762.23","4,822.12","4,740.23",-,1.30%,0.0128
14-Mar-12,"4,758.68","4,767.77","4,784.96","4,731.70",-,-0.11%,-0.0011
13-Mar-12,"4,763.82","4,610.66","4,764.01","4,610.66",-,3.32%,0.0321
12-Mar-12,"4,610.67","4,626.46","4,626.46","4,584.79",-,-0.34%,-0.0034
9-Mar-12,"4,626.46","4,614.05","4,645.54","4,604.70",-,0.28%,0.0028
8-Mar-12,"4,613.58","4,587.32","4,620.36","4,567.49",-,1.44%,0.0142
7-Mar-12,"4,547.89","4,515.54","4,553.23","4,506.37",-,1.06%,0.0105
6-Mar-12,"4,500.14","4,565.99","4,565.99","4,490.89",-,-2.78%,-0.0286
5-Mar-12,"4,628.81","4,632.31","4,632.31","4,602.72",-,-0.40%,-0.0040
2-Mar-12,"4,647.22","4,671.20","4,673.32","4,640.92",-,-0.51%,-0.0051
1-Mar-12,"4,670.91","4,638.81","4,681.07","4,638.81",-,1.16%,0.0115
29-Feb-12,"4,617.41","4,657.63","4,686.32","4,613.01",-,-0.61%,-0.0062
28-Feb-12,"4,645.97","4,628.92","4,651.92","4,611.89",-,0.41%,0.0041
27-Feb-12,"4,626.89","4,576.05","4,632.47","4,545.78",-,0.15%,0.0015
24-Feb-12,"4,619.85","4,625.71","4,636.64","4,611.21",-,0.09%,0.0009
23-Feb-12,"4,615.60","4,576.91","4,615.60","4,563.24",-,0.87%,0.0086
22-Feb-12,"4,575.76","4,606.58","4,611.53","4,574.60",-,-1.06%,-0.0107
21-Feb-12,"4,624.73","4,605.28","4,647.91","4,596.43",-,-0.10%,-0.0010
17-Feb-12,"4,629.22","4,604.74","4,632.94","4,604.74",-,0.53%,0.0053
16-Feb-12,"4,604.74","4,545.90","4,605.47","4,521.08",-,1.29%,0.0128
15-Feb-12,"4,545.90","4,556.31","4,594.02","4,537.20",-,-0.23%,-0.0023
14-Feb-12,"4,556.31","4,596.73","4,596.73","4,519.41",-,-0.88%,-0.0089
13-Feb-12,"4,596.73","4,549.37","4,609.49","4,549.37",-,1.04%,0.0103
10-Feb-12,"4,549.37","4,617.36","4,617.36","4,533.66",-,-1.47%,-0.0149
9-Feb-12,"4,617.36","4,630.44","4,660.15","4,605.43",-,-0.28%,-0.0028
8-Feb-12,"4,630.44","4,599.54","4,633.68","4,592.32",-,0.67%,0.0067
7-Feb-12,"4,599.54","4,594.15","4,611.96","4,564.49",-,0.12%,0.0012
6-Feb-12,"4,594.15","4,616.21","4,616.21","4,571.90",-,-0.48%,-0.0048
3-Feb-12,"4,616.21","4,514.81","4,616.21","4,514.81",-,2.25%,0.0220
2-Feb-12,"4,514.81","4,487.43","4,527.43","4,487.43",-,0.61%,0.0061
1-Feb-12,"4,487.43","4,405.28","4,507.21","4,405.28",-,1.86%,0.0183
31-Jan-12,"4,405.28","4,386.29","4,426.63","4,378.75",-,0.43%,0.0043
30-Jan-12,"4,386.29","4,438.45","4,438.45","4,351.92",-,-1.18%,-0.0119
27-Jan-12,"4,438.45","4,425.03","4,450.00","4,402.53",-,0.30%,0.0030
26-Jan-12,"4,425.03","4,449.90","4,490.44","4,407.97",-,-0.43%,-0.0044
25-Jan-12,"4,444.31","4,416.61","4,451.22","4,384.06",-,0.50%,0.0049
24-Jan-12,"4,422.36","4,428.59","4,428.59","4,369.91",-,-0.36%,-0.0037
23-Jan-12,"4,438.52","4,413.67","4,465.46","4,413.25",-,0.56%,0.0056
20-Jan-12,"4,413.67","4,371.31","4,413.94","4,364.36",-,0.97%,0.0096
19-Jan-12,"4,371.31","4,300.14","4,376.10","4,300.14",-,1.66%,0.0163
18-Jan-12,"4,300.14","4,230.66","4,300.18","4,224.59",-,1.64%,0.0162
17-Jan-12,"4,230.66","4,225.46","4,279.06","4,219.54",-,0.12%,0.0012
13-Jan-12,"4,225.46","4,258.01","4,258.01","4,166.09",-,-0.76%,-0.0077
12-Jan-12,"4,258.01","4,232.48","4,268.00","4,210.48",-,0.60%,0.0060
11-Jan-12,"4,232.48","4,206.87","4,235.92","4,175.92",-,0.61%,0.0061
10-Jan-12,"4,206.87","4,125.92","4,214.92","4,125.92",-,1.96%,0.0192
9-Jan-12,"4,125.92","4,112.92","4,132.28","4,099.34",-,0.32%,0.0032
6-Jan-12,"4,112.92","4,151.65","4,151.65","4,094.67",-,-0.93%,-0.0094
5-Jan-12,"4,151.65","4,147.01","4,164.63","4,075.49",-,0.11%,0.0011
4-Jan-12,"4,147.01","4,168.79","4,168.79","4,110.54",-,-0.52%,-0.0053
3-Jan-12,"4,168.79","4,062.88","4,195.04","4,062.88",-,2.61%,0.0254
30-Dec-11,"4,062.88","4,069.30","4,076.97","4,060.23",-,-0.16%,-0.0016
29-Dec-11,"4,069.30","4,011.00","4,071.16","4,011.00",-,1.45%,0.0143
28-Dec-11,"4,011.00","4,080.92","4,080.92","4,009.84",-,-1.71%,-0.0174
27-Dec-11,"4,080.92","4,105.38","4,108.64","4,080.86",-,-0.60%,-0.0060
23-Dec-11,"4,105.38","4,078.10","4,105.60","4,078.08",-,0.67%,0.0066
22-Dec-11,"4,078.10","4,006.74","4,084.72","4,006.74",-,1.78%,0.0175
21-Dec-11,"4,006.74","3,994.55","4,011.25","3,958.30",-,0.31%,0.0030
20-Dec-11,"3,994.55","3,853.19","4,002.27","3,853.19",-,3.67%,0.0354
19-Dec-11,"3,853.19","3,926.09","3,965.37","3,847.82",-,-1.86%,-0.0189
16-Dec-11,"3,926.09","3,910.43","3,965.96","3,910.43",-,0.40%,0.0040
15-Dec-11,"3,910.43","3,900.60","3,960.25","3,900.60",-,0.25%,0.0025
14-Dec-11,"3,900.60","3,927.44","3,936.01","3,889.72",-,-0.68%,-0.0069
13-Dec-11,"3,927.44","3,995.37","4,031.26","3,892.68",-,-1.70%,-0.0173
12-Dec-11,"3,995.37","4,102.83","4,102.83","3,964.98",-,-2.62%,-0.0269
9-Dec-11,"4,102.83","4,011.93","4,112.92","4,011.93",-,2.27%,0.0222
8-Dec-11,"4,011.93","4,158.49","4,158.49","4,000.33",-,-3.52%,-0.0365
7-Dec-11,"4,158.49","4,117.47","4,171.40","4,058.50",-,1.00%,0.0099
6-Dec-11,"4,117.47","4,123.20","4,141.20","4,086.19",-,-0.14%,-0.0014
5-Dec-11,"4,123.20","4,052.44","4,167.85","4,052.44",-,1.75%,0.0172
2-Dec-11,"4,052.44","4,001.77","4,117.94","4,001.77",-,1.27%,0.0125
1-Dec-11,"4,001.77","4,038.02","4,038.02","3,972.81",-,-0.90%,-0.0091
30-Nov-11,"4,038.02","3,811.80","4,040.15","3,811.80",-,5.93%,0.0560
29-Nov-11,"3,811.80","3,820.01","3,845.75","3,802.79",-,-0.21%,-0.0022
28-Nov-11,"3,820.01","3,687.84","3,845.71","3,687.84",-,3.58%,0.0346
25-Nov-11,"3,687.84","3,677.60","3,736.06","3,677.60",-,0.28%,0.0028
23-Nov-11,"3,677.60","3,787.56","3,787.56","3,677.19",-,-2.90%,-0.0299
22-Nov-11,"3,787.56","3,818.17","3,825.44","3,779.60",-,-0.80%,-0.0081
21-Nov-11,"3,818.17","3,913.14","3,913.14","3,786.48",-,-2.43%,-0.0249
18-Nov-11,"3,913.14","3,892.58","3,926.05","3,891.82",-,0.53%,0.0053
17-Nov-11,"3,892.58","3,970.52","3,982.99","3,875.68",-,-1.96%,-0.0200
