Date,Price,Open,High,Low,Vol.,Change %,r
17-Aug-18,"8,081.82","8,038.13","8,089.81","8,038.13",-,0.44%,0.0044
16-Aug-18,"8,046.32","7,997.60","8,067.42","7,997.60",-,0.97%,0.0096
15-Aug-18,"7,969.35","7,963.35","7,980.86","7,931.03",-,-0.62%,-0.0062
14-Aug-18,"8,019.10","7,977.32","8,029.42","7,973.12",-,0.73%,0.0073
13-Aug-18,"7,960.64","8,009.02","8,030.41","7,958.90",-,-0.79%,-0.0080
10-Aug-18,"8,024.35","8,050.00","8,050.00","8,007.61",-,-1.35%,-0.0137
9-Aug-18,"8,134.15","8,148.79","8,156.28","8,130.54",-,-0.27%,-0.0027
8-Aug-18,"8,156.22","8,138.52","8,172.20","8,134.36",-,0.22%,0.0022
7-Aug-18,"8,137.98","8,151.40","8,177.81","8,135.45",-,0.16%,0.0016
6-Aug-18,"8,124.95","8,118.59","8,144.91","8,105.53",-,0.00%,0.0000
3-Aug-18,"8,125.34","8,077.57","8,125.56","8,077.15",-,0.51%,0.0051
2-Aug-18,"8,084.30","8,039.35","8,088.87","8,025.83",-,-0.21%,-0.0021
1-Aug-18,"8,100.96","8,109.50","8,142.40","8,072.77",-,0.05%,0.0005
31-Jul-18,"8,097.12","8,107.94","8,133.17","8,089.94",-,-0.13%,-0.0013
30-Jul-18,"8,107.94","8,108.54","8,139.73","8,101.72",-,0.09%,0.0009
27-Jul-18,"8,100.91","8,125.55","8,138.73","8,073.55",-,-0.02%,-0.0002
26-Jul-18,"8,102.19","8,127.37","8,139.38","8,097.85",-,-0.19%,-0.0019
25-Jul-18,"8,117.25","8,077.04","8,121.78","8,059.02",-,0.42%,0.0042
24-Jul-18,"8,083.42","8,082.66","8,114.07","8,067.71",-,0.31%,0.0031
23-Jul-18,"8,058.20","7,999.52","8,065.01","7,997.32",-,0.82%,0.0081
20-Jul-18,"7,992.87","7,975.57","8,006.98","7,960.15",-,0.26%,0.0026
19-Jul-18,"7,972.33","7,996.58","7,998.42","7,960.50",-,-0.68%,-0.0068
18-Jul-18,"8,026.91","7,968.41","8,032.96","7,966.50",-,0.84%,0.0083
17-Jul-18,"7,960.34","7,962.00","7,982.79","7,947.12",-,-0.07%,-0.0007
16-Jul-18,"7,965.98","7,900.73","7,970.26","7,900.73",-,0.93%,0.0092
13-Jul-18,"7,892.80","7,905.45","7,912.31","7,848.90",-,-0.35%,-0.0035
12-Jul-18,"7,920.45","7,930.32","7,931.87","7,894.87",-,0.38%,0.0038
11-Jul-18,"7,890.40","7,906.77","7,929.11","7,883.33",-,-0.64%,-0.0064
10-Jul-18,"7,940.91","7,964.99","7,967.76","7,925.74",-,-0.27%,-0.0027
9-Jul-18,"7,962.19","7,889.95","7,963.35","7,889.95",-,1.37%,0.0135
6-Jul-18,"7,854.93","7,804.91","7,874.17","7,789.53",-,0.52%,0.0052
5-Jul-18,"7,814.35","7,797.01","7,818.78","7,782.60",-,0.65%,0.0064
3-Jul-18,"7,763.95","7,813.12","7,822.23","7,758.65",-,-0.30%,-0.0030
2-Jul-18,"7,787.26","7,741.93","7,787.27","7,732.84",-,0.07%,0.0007
29-Jun-18,"7,781.67","7,829.79","7,875.17","7,781.64",-,0.09%,0.0008
28-Jun-18,"7,775.06","7,723.01","7,796.29","7,707.32",-,0.76%,0.0075
27-Jun-18,"7,716.77","7,803.36","7,836.94","7,716.67",-,-1.22%,-0.0124
26-Jun-18,"7,812.40","7,824.68","7,837.75","7,774.15",-,-0.04%,-0.0004
25-Jun-18,"7,815.73","7,876.73","7,876.73","7,779.72",-,-1.09%,-0.0110
22-Jun-18,"7,902.09","7,935.45","7,947.19","7,898.80",-,0.16%,0.0016
21-Jun-18,"7,889.53","7,891.35","7,915.56","7,855.56",-,-0.31%,-0.0031
20-Jun-18,"7,914.30","7,938.45","7,949.23","7,913.36",-,0.09%,0.0009
19-Jun-18,"7,907.55","7,930.79","7,930.79","7,859.31",-,-0.29%,-0.0029
18-Jun-18,"7,930.78","7,886.53","7,933.96","7,868.04",-,-0.02%,-0.0002
15-Jun-18,"7,932.30","7,926.21","7,953.30","7,883.08",-,-0.45%,-0.0045
14-Jun-18,"7,968.35","8,022.34","8,024.10","7,965.94",-,-0.51%,-0.0052
13-Jun-18,"8,009.42","8,057.93","8,068.43","8,008.15",-,-0.46%,-0.0046
12-Jun-18,"8,046.19","8,064.99","8,080.49","8,031.06",-,-0.20%,-0.0020
11-Jun-18,"8,062.40","8,071.08","8,098.03","8,061.75",-,-0.09%,-0.0009
8-Jun-18,"8,069.95","8,045.61","8,070.48","8,020.88",-,0.17%,0.0016
7-Jun-18,"8,056.65","8,082.26","8,091.20","8,026.05",-,-0.06%,-0.0006
6-Jun-18,"8,061.87","7,977.76","8,062.76","7,977.73",-,1.41%,0.0139
5-Jun-18,"7,949.54","7,989.01","7,989.01","7,924.51",-,-0.49%,-0.0050
4-Jun-18,"7,989.00","7,947.16","7,995.46","7,947.16",-,0.53%,0.0052
1-Jun-18,"7,947.16","7,935.33","7,969.80","7,929.61",-,0.88%,0.0087
31-May-18,"7,877.77","7,907.26","7,907.26","7,853.02",-,-0.72%,-0.0072
30-May-18,"7,934.73","7,862.90","7,952.68","7,860.77",-,1.51%,0.0149
29-May-18,"7,816.48","7,919.44","7,919.57","7,778.88",-,-2.56%,-0.0263
25-May-18,"8,021.96","8,021.55","8,035.12","7,998.12",-,-0.37%,-0.0037
24-May-18,"8,051.71","8,088.68","8,088.68","7,998.88",-,-0.69%,-0.0070
23-May-18,"8,107.94","8,105.21","8,114.07","8,052.26",-,-0.52%,-0.0052
22-May-18,"8,149.96","8,137.50","8,181.95","8,137.50",-,0.53%,0.0053
21-May-18,"8,106.82","8,084.28","8,116.01","8,084.28",-,0.62%,0.0062
18-May-18,"8,056.58","8,091.59","8,093.54","8,048.62",-,-0.58%,-0.0059
17-May-18,"8,103.93","8,107.67","8,124.44","8,077.77",-,-0.26%,-0.0026
16-May-18,"8,124.74","8,119.88","8,141.77","8,105.40",-,-0.07%,-0.0007
15-May-18,"8,130.30","8,137.14","8,162.11","8,110.76",-,-0.45%,-0.0045
14-May-18,"8,167.05","8,193.72","8,206.13","8,160.16",-,-0.14%,-0.0014
11-May-18,"8,178.86","8,190.69","8,215.18","8,172.78",-,0.07%,0.0007
10-May-18,"8,173.13","8,119.95","8,180.88","8,108.87",-,0.78%,0.0078
9-May-18,"8,109.48","8,044.61","8,119.41","8,038.55",-,1.17%,0.0116
8-May-18,"8,015.71","7,990.87","8,038.99","7,980.85",-,0.19%,0.0019
7-May-18,"8,000.80","7,967.65","8,019.01","7,964.82",-,0.42%,0.0041
4-May-18,"7,967.65","7,853.62","7,993.83","7,834.56",-,0.63%,0.0063
3-May-18,"7,917.44","7,929.98","7,941.08","7,830.35",-,-0.38%,-0.0038
2-May-18,"7,947.92","7,999.09","8,015.05","7,939.59",-,-0.62%,-0.0062
1-May-18,"7,997.58","7,984.97","7,997.67","7,931.26",-,0.03%,0.0003
30-Apr-18,"7,995.25","8,051.69","8,074.85","7,995.14",-,-0.52%,-0.0052
27-Apr-18,"8,037.05","8,003.90","8,049.67","8,003.90",-,0.25%,0.0025
26-Apr-18,"8,017.21","7,999.52","8,051.32","7,987.02",-,0.26%,0.0026
25-Apr-18,"7,996.48","7,999.34","8,024.70","7,941.93",-,-0.28%,-0.0028
24-Apr-18,"8,018.59","8,073.78","8,112.68","7,980.06",-,-0.41%,-0.0041
23-Apr-18,"8,051.71","8,068.89","8,079.62","8,030.46",-,-0.09%,-0.0009
20-Apr-18,"8,059.28","8,080.27","8,093.65","8,034.37",-,-0.18%,-0.0018
19-Apr-18,"8,074.04","8,035.93","8,082.18","8,035.93",-,0.64%,0.0064
18-Apr-18,"8,022.32","8,055.38","8,077.45","8,017.46",-,-0.22%,-0.0022
17-Apr-18,"8,040.37","8,058.06","8,081.84","8,026.23",-,0.22%,0.0022
16-Apr-18,"8,022.82","8,027.25","8,056.01","8,007.94",-,0.38%,0.0038
13-Apr-18,"7,992.40","8,062.96","8,117.82","7,962.51",-,-0.87%,-0.0088
12-Apr-18,"8,062.95","8,022.18","8,097.20","8,022.18",-,0.96%,0.0095
11-Apr-18,"7,986.58","8,004.08","8,039.28","7,979.47",-,-0.70%,-0.0070
10-Apr-18,"8,042.57","7,949.75","8,079.01","7,949.75",-,1.17%,0.0115
9-Apr-18,"7,949.75","7,959.75","8,068.58","7,946.06",-,0.33%,0.0033
6-Apr-18,"7,923.21","8,024.28","8,052.10","7,872.58",-,-1.89%,-0.0192
5-Apr-18,"8,075.69","8,063.66","8,107.73","8,045.09",-,0.65%,0.0065
4-Apr-18,"8,023.43","7,858.57","8,035.33","7,849.11",-,0.77%,0.0076
3-Apr-18,"7,962.35","7,908.52","7,976.57","7,874.64",-,1.00%,0.0099
2-Apr-18,"7,883.86","8,019.79","8,025.46","7,799.89",-,-1.81%,-0.0184
29-Mar-18,"8,029.25","7,975.53","8,065.77","7,957.08",-,0.98%,0.0097
28-Mar-18,"7,951.48","7,932.44","8,003.45","7,881.56",-,0.41%,0.0041
27-Mar-18,"7,918.81","8,054.64","8,076.25","7,876.59",-,-1.47%,-0.0150
26-Mar-18,"8,037.24","7,951.39","8,051.45","7,907.74",-,2.50%,0.0244
23-Mar-18,"7,840.89","8,037.64","8,060.60","7,831.77",-,-2.25%,-0.0231
22-Mar-18,"8,021.77","8,178.55","8,188.25","8,011.33",-,-2.83%,-0.0291
21-Mar-18,"8,255.22","8,268.64","8,334.46","8,239.48",-,-0.14%,-0.0014
20-Mar-18,"8,267.01","8,269.95","8,289.54","8,252.53",-,0.19%,0.0019
19-Mar-18,"8,251.23","8,308.75","8,308.75","8,190.83",-,-0.72%,-0.0072
16-Mar-18,"8,310.71","8,301.52","8,348.59","8,301.52",-,0.26%,0.0026
15-Mar-18,"8,288.84","8,307.20","8,323.02","8,273.13",-,0.02%,0.0002
14-Mar-18,"8,287.29","8,367.24","8,376.77","8,272.31",-,-0.67%,-0.0067
13-Mar-18,"8,342.81","8,436.15","8,444.96","8,327.62",-,-0.84%,-0.0085
12-Mar-18,"8,413.84","8,424.07","8,447.20","8,396.24",-,-0.10%,-0.0010
9-Mar-18,"8,422.22","8,326.71","8,422.23","8,309.61",-,1.68%,0.0165
8-Mar-18,"8,283.02","8,276.83","8,290.57","8,223.26",-,0.21%,0.0021
7-Mar-18,"8,265.69","8,201.35","8,278.15","8,186.56",-,-0.05%,-0.0005
6-Mar-18,"8,269.95","8,267.04","8,281.42","8,211.98",-,0.39%,0.0038
5-Mar-18,"8,238.15","8,103.20","8,268.52","8,091.82",-,0.98%,0.0097
2-Mar-18,"8,157.92","8,090.36","8,166.91","8,029.53",-,0.19%,0.0019
1-Mar-18,"8,142.09","8,238.77","8,290.77","8,103.32",-,-1.26%,-0.0128
28-Feb-18,"8,246.24","8,362.09","8,392.27","8,242.54",-,-1.13%,-0.0114
27-Feb-18,"8,340.57","8,432.20","8,463.71","8,340.52",-,-1.21%,-0.0123
26-Feb-18,"8,443.02","8,383.21","8,444.05","8,356.91",-,1.01%,0.0100
23-Feb-18,"8,358.75","8,277.11","8,358.93","8,275.78",-,1.30%,0.0129
22-Feb-18,"8,251.14","8,297.55","8,340.65","8,235.15",-,-0.33%,-0.0033
21-Feb-18,"8,278.31","8,308.39","8,398.65","8,278.00",-,-0.37%,-0.0037
20-Feb-18,"8,308.82","8,323.92","8,377.89","8,286.37",-,-0.58%,-0.0059
16-Feb-18,"8,357.69","8,322.50","8,408.87","8,322.50",-,0.08%,0.0008
15-Feb-18,"8,351.01","8,341.53","8,357.66","8,268.91",-,0.71%,0.0070
14-Feb-18,"8,292.47","8,121.42","8,295.89","8,111.98",-,1.77%,0.0174
13-Feb-18,"8,148.30","8,086.63","8,162.90","8,072.55",-,0.31%,0.0031
12-Feb-18,"8,123.17","8,090.58","8,168.80","8,018.19",-,1.09%,0.0108
9-Feb-18,"8,035.41","7,977.08","8,082.94","7,796.53",-,1.58%,0.0155
8-Feb-18,"7,910.66","8,220.72","8,220.72","7,910.47",-,-3.67%,-0.0381
7-Feb-18,"8,212.41","8,198.66","8,312.87","8,189.50",-,-0.26%,-0.0027
6-Feb-18,"8,234.19","7,983.32","8,251.26","7,955.05",-,1.42%,0.0140
5-Feb-18,"8,119.26","8,367.06","8,432.21","8,071.51",-,-4.24%,-0.0443
2-Feb-18,"8,478.80","8,617.04","8,618.84","8,472.13",-,-2.26%,-0.0231
1-Feb-18,"8,675.07","8,631.72","8,679.25","8,620.70",-,0.43%,0.0043
31-Jan-18,"8,637.58","8,623.49","8,663.19","8,610.23",-,0.26%,0.0026
30-Jan-18,"8,614.91","8,645.99","8,670.01","8,613.78",-,-0.93%,-0.0094
29-Jan-18,"8,695.70","8,739.54","8,748.37","8,692.55",-,-0.74%,-0.0075
26-Jan-18,"8,760.93","8,722.09","8,760.93","8,699.74",-,0.56%,0.0055
25-Jan-18,"8,712.41","8,742.85","8,744.94","8,689.03",-,-0.12%,-0.0012
24-Jan-18,"8,723.09","8,720.41","8,745.09","8,674.42",-,0.35%,0.0035
23-Jan-18,"8,692.40","8,660.90","8,697.14","8,638.44",-,0.21%,0.0021
22-Jan-18,"8,673.96","8,606.41","8,674.15","8,606.41",-,0.81%,0.0080
19-Jan-18,"8,604.36","8,563.93","8,604.36","8,559.53",-,0.63%,0.0063
18-Jan-18,"8,550.16","8,565.66","8,576.58","8,537.81",-,-0.25%,-0.0025
17-Jan-18,"8,571.74","8,516.25","8,584.87","8,481.35",-,0.83%,0.0082
16-Jan-18,"8,501.56","8,546.11","8,580.53","8,475.80",-,-0.11%,-0.0011
12-Jan-18,"8,510.63","8,480.99","8,512.77","8,460.27",-,0.62%,0.0062
11-Jan-18,"8,457.88","8,413.05","8,458.04","8,413.05",-,0.53%,0.0053
10-Jan-18,"8,413.05","8,392.83","8,438.83","8,378.92",-,0.50%,0.0050
9-Jan-18,"8,371.25","8,364.02","8,400.03","8,364.02",-,0.19%,0.0019
8-Jan-18,"8,355.37","8,349.95","8,363.38","8,331.20",-,-0.06%,-0.0006
5-Jan-18,"8,360.45","8,354.31","8,361.49","8,320.52",-,0.41%,0.0041
4-Jan-18,"8,326.10","8,312.05","8,367.63","8,310.72",-,0.61%,0.0060
3-Jan-18,"8,275.96","8,245.22","8,278.37","8,243.36",-,0.33%,0.0033
2-Jan-18,"8,248.91","8,269.95","8,273.48","8,226.52",-,0.16%,0.0016
29-Dec-17,"8,235.89","8,284.88","8,289.02","8,235.87",-,-0.40%,-0.0040
28-Dec-17,"8,269.24","8,245.06","8,269.43","8,241.15",-,0.37%,0.0036
27-Dec-17,"8,239.13","8,229.27","8,246.54","8,225.01",-,0.12%,0.0012
26-Dec-17,"8,229.27","8,236.41","8,256.11","8,214.54",-,-0.15%,-0.0015
22-Dec-17,"8,241.62","8,252.80","8,257.90","8,211.79",-,-0.01%,-0.0001
21-Dec-17,"8,242.75","8,221.09","8,265.11","8,221.09",-,0.56%,0.0056
20-Dec-17,"8,196.93","8,253.09","8,262.97","8,195.99",-,-0.23%,-0.0023
19-Dec-17,"8,216.17","8,280.77","8,286.19","8,215.53",-,-0.60%,-0.0060
18-Dec-17,"8,265.48","8,247.44","8,292.17","8,247.44",-,0.85%,0.0084
15-Dec-17,"8,195.85","8,159.90","8,224.15","8,159.90",-,0.59%,0.0059
14-Dec-17,"8,147.90","8,204.38","8,214.52","8,147.59",-,-0.49%,-0.0049
13-Dec-17,"8,188.12","8,248.76","8,258.12","8,187.76",-,-0.62%,-0.0063
12-Dec-17,"8,239.38","8,183.38","8,257.10","8,182.71",-,0.75%,0.0075
11-Dec-17,"8,177.85","8,181.40","8,191.80","8,164.20",-,0.01%,0.0001
8-Dec-17,"8,176.69","8,161.78","8,176.73","8,135.41",-,0.66%,0.0066
7-Dec-17,"8,122.85","8,067.34","8,138.54","8,062.77",-,0.43%,0.0043
6-Dec-17,"8,088.23","8,093.21","8,114.89","8,079.39",-,-0.28%,-0.0029
5-Dec-17,"8,111.31","8,163.82","8,175.11","8,102.31",-,-0.51%,-0.0051
4-Dec-17,"8,152.61","8,186.80","8,218.94","8,151.21",-,0.52%,0.0052
1-Dec-17,"8,110.53","8,116.92","8,132.90","7,984.75",-,0.02%,0.0002
30-Nov-17,"8,108.70","8,122.72","8,173.09","8,089.40",-,0.24%,0.0023
29-Nov-17,"8,089.67","8,050.49","8,115.83","8,049.28",-,0.86%,0.0085
28-Nov-17,"8,020.67","7,911.87","8,025.68","7,907.09",-,1.42%,0.0140
27-Nov-17,"7,908.47","7,924.36","7,945.67","7,907.95",-,-0.22%,-0.0022
24-Nov-17,"7,925.59","7,933.16","7,938.71","7,923.24",-,0.13%,0.0013
22-Nov-17,"7,915.41","7,932.66","7,948.77","7,910.22",-,-0.08%,-0.0008
21-Nov-17,"7,921.90","7,910.04","7,928.12","7,910.04",-,0.41%,0.0041
20-Nov-17,"7,889.72","7,880.25","7,897.89","7,866.06",-,0.17%,0.0017
17-Nov-17,"7,876.58","7,858.90","7,886.57","7,847.75",-,-0.08%,-0.0008
16-Nov-17,"7,882.53","7,879.77","7,904.48","7,879.77",-,0.36%,0.0035
15-Nov-17,"7,854.56","7,816.78","7,876.02","7,793.12",-,-0.06%,-0.0006
14-Nov-17,"7,859.64","7,865.90","7,865.90","7,823.62",-,-0.08%,-0.0008
13-Nov-17,"7,865.88","7,830.41","7,872.88","7,824.86",-,0.01%,0.0001
10-Nov-17,"7,864.87","7,878.67","7,889.27","7,864.68",-,-0.24%,-0.0024
9-Nov-17,"7,883.57","7,863.66","7,895.64","7,820.97",-,-0.17%,-0.0017
8-Nov-17,"7,897.33","7,899.72","7,909.92","7,876.47",-,-0.10%,-0.0010
7-Nov-17,"7,905.46","7,963.89","7,980.14","7,891.06",-,-0.76%,-0.0077
6-Nov-17,"7,966.31","7,958.70","7,975.86","7,936.31",-,0.10%,0.0010
3-Nov-17,"7,958.68","7,958.99","7,961.32","7,935.62",-,-0.35%,-0.0035
2-Nov-17,"7,986.76","7,934.26","7,991.04","7,915.47",-,0.62%,0.0061
1-Nov-17,"7,937.89","7,952.77","7,976.67","7,928.27",-,0.21%,0.0021
31-Oct-17,"7,921.32","7,933.83","7,939.23","7,917.61",-,-0.17%,-0.0017
30-Oct-17,"7,934.59","7,938.86","7,954.56","7,921.01",-,-0.21%,-0.0021
27-Oct-17,"7,951.58","7,931.76","7,955.72","7,900.34",-,0.10%,0.0010
26-Oct-17,"7,943.40","7,954.14","7,971.46","7,942.77",-,0.15%,0.0015
25-Oct-17,"7,931.27","7,961.20","7,983.41","7,892.08",-,-0.34%,-0.0034
24-Oct-17,"7,958.36","7,941.37","7,969.25","7,941.37",-,0.53%,0.0053
23-Oct-17,"7,916.50","7,945.19","7,948.58","7,909.96",-,-0.35%,-0.0035
20-Oct-17,"7,944.09","7,940.34","7,948.35","7,931.88",-,0.57%,0.0057
19-Oct-17,"7,898.84","7,858.84","7,902.54","7,853.15",-,0.05%,0.0005
18-Oct-17,"7,894.88","7,878.80","7,905.04","7,874.38",-,0.40%,0.0040
17-Oct-17,"7,863.30","7,901.70","7,903.38","7,854.39",-,-0.38%,-0.0038
16-Oct-17,"7,892.94","7,877.84","7,894.95","7,868.19",-,0.21%,0.0021
13-Oct-17,"7,876.04","7,855.97","7,895.47","7,836.37",-,0.18%,0.0018
12-Oct-17,"7,862.03","7,893.36","7,897.75","7,855.32",-,-0.42%,-0.0042
11-Oct-17,"7,894.87","7,890.39","7,895.32","7,871.06",-,-0.01%,-0.0001
10-Oct-17,"7,896.04","7,861.18","7,896.21","7,861.18",-,0.63%,0.0063
9-Oct-17,"7,846.51","7,870.54","7,876.87","7,836.71",-,-0.22%,-0.0022
6-Oct-17,"7,863.81","7,865.87","7,870.20","7,835.38",-,-0.01%,-0.0001
5-Oct-17,"7,864.91","7,818.74","7,882.51","7,806.13",-,0.63%,0.0063
4-Oct-17,"7,815.65","7,828.78","7,832.78","7,808.38",-,-0.26%,-0.0026
3-Oct-17,"7,836.22","7,813.39","7,837.29","7,803.95",-,0.33%,0.0033
2-Oct-17,"7,810.29","7,780.58","7,811.13","7,766.65",-,0.38%,0.0038
29-Sep-17,"7,780.56","7,757.06","7,780.87","7,749.82",-,0.30%,0.0030
28-Sep-17,"7,757.05","7,734.79","7,758.33","7,715.50",-,0.24%,0.0024
27-Sep-17,"7,738.21","7,733.71","7,756.73","7,713.34",-,0.82%,0.0082
26-Sep-17,"7,675.07","7,681.08","7,689.86","7,662.13",-,-0.05%,-0.0005
25-Sep-17,"7,679.09","7,697.03","7,711.25","7,649.67",-,-0.47%,-0.0047
22-Sep-17,"7,715.24","7,701.90","7,718.18","7,691.57",-,0.04%,0.0004
21-Sep-17,"7,711.81","7,698.15","7,727.30","7,694.24",-,0.21%,0.0020
20-Sep-17,"7,696.01","7,682.43","7,705.36","7,657.92",-,0.23%,0.0023
19-Sep-17,"7,678.56","7,651.32","7,691.02","7,649.21",-,0.48%,0.0048
18-Sep-17,"7,641.74","7,621.20","7,651.20","7,621.20",-,0.48%,0.0048
15-Sep-17,"7,604.90","7,580.16","7,605.03","7,574.36",-,0.30%,0.0030
14-Sep-17,"7,582.15","7,586.63","7,592.33","7,575.42",-,-0.08%,-0.0008
13-Sep-17,"7,588.42","7,585.97","7,598.07","7,574.12",-,-0.06%,-0.0006
12-Sep-17,"7,592.77","7,565.26","7,603.89","7,564.54",-,0.70%,0.0069
11-Sep-17,"7,540.27","7,491.17","7,554.46","7,491.17",-,1.50%,0.0148
8-Sep-17,"7,428.91","7,389.14","7,451.19","7,387.35",-,0.52%,0.0052
7-Sep-17,"7,390.22","7,456.29","7,460.36","7,373.92",-,-0.70%,-0.0070
6-Sep-17,"7,442.29","7,440.38","7,469.04","7,433.93",-,0.29%,0.0029
5-Sep-17,"7,420.42","7,519.89","7,519.89","7,399.11",-,-1.81%,-0.0184
1-Sep-17,"7,556.85","7,540.71","7,581.21","7,540.30",-,0.39%,0.0039
31-Aug-17,"7,527.52","7,524.02","7,541.30","7,510.32",-,0.33%,0.0033
30-Aug-17,"7,502.55","7,485.95","7,517.51","7,479.74",-,0.21%,0.0021
29-Aug-17,"7,486.48","7,453.91","7,495.54","7,445.79",-,-0.38%,-0.0038
28-Aug-17,"7,515.13","7,556.53","7,559.48","7,501.02",-,-0.45%,-0.0045
25-Aug-17,"7,548.76","7,544.64","7,571.07","7,542.75",-,0.34%,0.0034
24-Aug-17,"7,523.13","7,545.95","7,555.13","7,519.21",-,-0.05%,-0.0005
23-Aug-17,"7,526.59","7,505.99","7,552.99","7,490.53",-,-0.03%,-0.0003
22-Aug-17,"7,528.86","7,498.50","7,535.36","7,497.98",-,0.62%,0.0061
21-Aug-17,"7,482.63","7,476.43","7,486.29","7,453.07",-,0.03%,0.0003
18-Aug-17,"7,480.73","7,473.61","7,516.77","7,450.57",-,-0.03%,-0.0003
17-Aug-17,"7,483.16","7,571.55","7,581.75","7,482.68",-,-1.54%,-0.0156
16-Aug-17,"7,600.03","7,614.64","7,632.87","7,591.77",-,0.08%,0.0008
15-Aug-17,"7,594.04","7,615.39","7,621.86","7,583.04",-,0.04%,0.0004
14-Aug-17,"7,590.70","7,543.44","7,607.54","7,543.44",-,1.34%,0.0132
11-Aug-17,"7,490.17","7,501.91","7,530.09","7,476.82",-,-0.35%,-0.0035
10-Aug-17,"7,516.21","7,609.56","7,609.56","7,515.16",-,-1.78%,-0.0182
9-Aug-17,"7,652.71","7,623.78","7,653.05","7,612.49",-,-0.25%,-0.0025
8-Aug-17,"7,671.71","7,690.90","7,726.51","7,660.44",-,-0.25%,-0.0025
7-Aug-17,"7,690.90","7,695.07","7,696.52","7,678.23",-,-0.07%,-0.0007
4-Aug-17,"7,695.97","7,690.77","7,711.54","7,685.64",-,0.45%,0.0045
3-Aug-17,"7,661.16","7,675.02","7,677.30","7,654.65",-,-0.39%,-0.0039
2-Aug-17,"7,690.96","7,686.03","7,698.05","7,661.95",-,-0.20%,-0.0020
1-Aug-17,"7,706.33","7,694.03","7,707.74","7,675.40",-,0.71%,0.0070
31-Jul-17,"7,652.38","7,631.74","7,667.48","7,623.17",-,0.50%,0.0050
28-Jul-17,"7,614.23","7,605.25","7,620.31","7,582.39",-,-0.02%,-0.0002
27-Jul-17,"7,615.67","7,656.06","7,656.06","7,589.06",-,-0.53%,-0.0053
26-Jul-17,"7,656.06","7,681.83","7,689.31","7,646.86",-,-0.18%,-0.0018
25-Jul-17,"7,669.93","7,667.75","7,689.10","7,658.74",-,0.87%,0.0086
24-Jul-17,"7,603.73","7,578.13","7,611.41","7,578.03",-,0.35%,0.0034
21-Jul-17,"7,577.51","7,582.61","7,586.37","7,557.65",-,-0.07%,-0.0007
20-Jul-17,"7,582.61","7,585.76","7,605.82","7,575.28",-,0.06%,0.0006
19-Jul-17,"7,578.28","7,560.36","7,578.51","7,555.10",-,0.46%,0.0045
18-Jul-17,"7,543.83","7,529.22","7,549.70","7,512.48",-,-0.16%,-0.0016
17-Jul-17,"7,556.24","7,559.03","7,567.67","7,537.22",-,-0.12%,-0.0012
14-Jul-17,"7,565.60","7,519.32","7,582.70","7,503.67",-,0.02%,0.0002
13-Jul-17,"7,564.33","7,539.55","7,566.45","7,535.72",-,0.44%,0.0044
12-Jul-17,"7,531.32","7,503.58","7,540.14","7,497.04",-,0.49%,0.0049
11-Jul-17,"7,494.35","7,517.75","7,518.45","7,457.38",-,-0.33%,-0.0033
10-Jul-17,"7,518.88","7,523.55","7,540.59","7,511.99",-,-0.17%,-0.0017
7-Jul-17,"7,531.47","7,508.27","7,541.54","7,491.96",-,0.47%,0.0046
6-Jul-17,"7,496.55","7,535.99","7,558.97","7,494.92",-,-0.73%,-0.0074
5-Jul-17,"7,551.66","7,555.02","7,560.69","7,521.32",-,-0.04%,-0.0004
3-Jul-17,"7,554.65","7,510.22","7,585.40","7,509.21",-,1.16%,0.0114
30-Jun-17,"7,468.28","7,505.16","7,512.82","7,453.29",-,-0.15%,-0.0015
29-Jun-17,"7,479.73","7,547.11","7,559.68","7,437.03",-,0.12%,0.0012
28-Jun-17,"7,471.10","7,409.13","7,478.44","7,409.13",-,1.38%,0.0136
27-Jun-17,"7,369.35","7,365.20","7,411.40","7,357.76",-,0.29%,0.0029
26-Jun-17,"7,348.24","7,340.38","7,378.39","7,323.31",-,0.47%,0.0047
23-Jun-17,"7,313.95","7,331.69","7,344.35","7,299.69",-,-0.06%,-0.0006
22-Jun-17,"7,318.33","7,324.17","7,336.03","7,306.57",-,-0.21%,-0.0021
21-Jun-17,"7,334.00","7,378.46","7,378.89","7,321.63",-,-0.60%,-0.0060
20-Jun-17,"7,377.96","7,424.20","7,424.20","7,374.91",-,-0.87%,-0.0088
19-Jun-17,"7,442.78","7,424.80","7,454.34","7,423.24",-,0.62%,0.0062
16-Jun-17,"7,396.87","7,394.01","7,401.71","7,369.54",-,0.11%,0.0011
15-Jun-17,"7,388.42","7,360.91","7,400.03","7,357.72",-,-0.41%,-0.0041
14-Jun-17,"7,418.95","7,405.76","7,420.86","7,356.48",-,-0.01%,-0.0001
13-Jun-17,"7,419.94","7,408.27","7,425.13","7,396.54",-,0.55%,0.0055
12-Jun-17,"7,379.50","7,374.76","7,401.37","7,347.40",-,0.00%,0.0000
9-Jun-17,"7,379.14","7,294.68","7,383.31","7,294.68",-,1.15%,0.0114
8-Jun-17,"7,295.22","7,239.98","7,319.72","7,239.98",-,0.71%,0.0070
7-Jun-17,"7,244.03","7,212.40","7,252.56","7,208.77",-,0.68%,0.0068
6-Jun-17,"7,194.92","7,195.54","7,212.35","7,176.67",-,-0.43%,-0.0043
5-Jun-17,"7,225.84","7,227.09","7,252.53","7,216.63",-,-0.12%,-0.0012
