company,date,total debt,equity,DERatio
MET,6/30/16,$863.19 ,$79.37 ,10.88
MET,9/30/16,$874.44 ,$78.47 ,11.14
MET,12/31/16,$831.06 ,$67.70 ,12.28
MET,3/31/17,$846.58 ,$68.11 ,12.43
MET,6/30/17,$855.53 ,$69.67 ,12.28
MET,9/30/17,$663.57 ,$56.94 ,11.65
MET,12/31/17,$661.02 ,$58.87 ,11.23
MET,3/31/18,$656.08 ,$56.51 ,11.61
MET,6/30/18,$652.50 ,$53.83 ,12.12
MET,9/30/18,$646.64 ,$51.81 ,12.48
MET,12/31/18,$634.58 ,$52.96 ,11.98
MET,3/31/19,$654.45 ,$58.74 ,11.14
MET,6/30/19,$668.12 ,$64.05 ,10.43
MET,9/30/19,$674.19 ,$68.62 ,9.83
MET,12/31/19,$674.08 ,$66.38 ,10.16
MET,3/31/20,$667.28 ,$70.46 ,9.47
MET,6/30/20,$691.64 ,$75.94 ,9.11
MET,9/30/20,$706.92 ,$73.57 ,9.61
MET,12/31/20,$720.33 ,$74.82 ,9.63
MKL,3/31/05,$7.60 ,$1.63 ,4.67
MKL,6/30/05,$7.52 ,$1.75 ,4.3
MKL,9/30/05,$8.31 ,$1.60 ,5.21
MKL,12/31/05,$8.11 ,$1.71 ,4.76
MKL,3/31/06,$8.02 ,$1.71 ,4.7
MKL,6/30/06,$7.95 ,$1.74 ,4.57
MKL,9/30/06,$8.01 ,$1.98 ,4.05
MKL,12/31/06,$7.79 ,$2.30 ,3.39
MKL,3/31/07,$7.60 ,$2.37 ,3.2
MKL,6/30/07,$7.75 ,$2.45 ,3.16
MKL,9/30/07,$7.67 ,$2.56 ,2.99
MKL,12/31/07,$7.49 ,$2.64 ,2.84
MKL,3/31/08,$7.54 ,$2.62 ,2.88
MKL,6/30/08,$7.56 ,$2.49 ,3.04
MKL,9/30/08,$7.62 ,$2.31 ,3.29
MKL,12/31/08,$7.33 ,$2.18 ,3.36
MKL,3/31/09,$7.22 ,$2.18 ,3.31
MKL,6/30/09,$7.36 ,$2.35 ,3.13
MKL,9/30/09,$7.51 ,$2.69 ,2.79
MKL,12/31/09,$7.45 ,$2.79 ,2.67
MKL,3/31/10,$7.42 ,$2.92 ,2.54
MKL,6/30/10,$7.46 ,$2.87 ,2.6
MKL,9/30/10,$7.51 ,$3.07 ,2.44
MKL,12/31/10,$7.64 ,$3.19 ,2.4
MKL,3/31/11,$7.78 ,$3.26 ,2.38
MKL,6/30/11,$8.12 ,$3.35 ,2.42
MKL,9/30/11,$8.09 ,$3.28 ,2.47
MKL,12/31/11,$8.14 ,$3.39 ,2.4
MKL,3/31/12,$8.18 ,$3.68 ,2.23
MKL,6/30/12,$8.31 ,$3.66 ,2.27
MKL,9/30/12,$8.58 ,$3.81 ,2.25
MKL,12/31/12,$8.67 ,$3.89 ,2.23
MKL,3/31/13,$8.96 ,$4.16 ,2.16
MKL,6/30/13,$17.17 ,$6.33 ,2.72
MKL,9/30/13,$17.35 ,$6.46 ,2.68
MKL,12/31/13,$17.28 ,$6.68 ,2.59
MKL,3/31/14,$17.55 ,$6.91 ,2.54
MKL,6/30/14,$18.02 ,$7.15 ,2.52
MKL,9/30/14,$17.89 ,$7.18 ,2.49
MKL,12/31/14,$17.60 ,$7.60 ,2.32
MKL,3/31/15,$17.38 ,$7.88 ,2.21
MKL,6/30/15,$17.62 ,$7.75 ,2.27
MKL,9/30/15,$17.48 ,$7.70 ,2.27
MKL,12/31/15,$17.10 ,$7.84 ,2.18
MKL,3/31/16,$17.44 ,$8.25 ,2.12
MKL,6/30/16,$17.89 ,$8.45 ,2.12
MKL,9/30/16,$17.87 ,$8.53 ,2.09
MKL,12/31/16,$17.41 ,$8.47 ,2.06
MKL,3/31/17,$17.75 ,$8.65 ,2.05
MKL,6/30/17,$18.25 ,$8.95 ,2.04
MKL,9/30/17,$19.61 ,$8.91 ,2.2
MKL,12/31/17,$23.30 ,$9.50 ,2.45
MKL,3/31/18,$23.55 ,$9.32 ,2.53
MKL,6/30/18,$23.77 ,$9.48 ,2.51
MKL,9/30/18,$24.18 ,$9.78 ,2.47
MKL,12/31/18,$24.21 ,$9.10 ,2.66
MKL,3/31/19,$24.92 ,$9.82 ,2.54
MKL,6/30/19,$26.01 ,$10.41 ,2.5
MKL,9/30/19,$26.40 ,$10.64 ,2.48
MKL,12/31/19,$26.40 ,$11.08 ,2.38
MKL,3/31/20,$26.32 ,$9.73 ,2.7
MKL,6/30/20,$27.66 ,$11.41 ,2.42
MKL,9/30/20,$28.26 ,$11.91 ,2.37
MKL,12/31/20,$28.90 ,$12.82 ,2.26
MMC,3/31/05,$12.52 ,$5.03 ,2.49
MMC,6/30/05,$12.12 ,$5.01 ,2.42
MMC,9/30/05,$12.15 ,$5.36 ,2.27
MMC,12/31/05,$12.53 ,$5.36 ,2.34
MMC,3/31/06,$11.78 ,$5.74 ,2.05
MMC,6/30/06,$11.42 ,$6.02 ,1.9
MMC,9/30/06,$11.61 ,$6.20 ,1.87
MMC,12/31/06,$12.32 ,$5.82 ,2.12
MMC,3/31/07,$11.28 ,$5.95 ,1.9
MMC,6/30/07,$11.53 ,$5.66 ,2.04
MMC,9/30/07,$10.62 ,$6.92 ,1.53
MMC,12/31/07,$9.54 ,$7.82 ,1.22
MMC,3/31/08,$8.95 ,$7.52 ,1.19
MMC,6/30/08,$8.90 ,$7.53 ,1.18
MMC,9/30/08,$9.11 ,$6.92 ,1.32
MMC,12/31/08,$9.45 ,$5.76 ,1.64
MMC,3/31/09,$9.17 ,$5.69 ,1.61
MMC,6/30/09,$9.16 ,$5.76 ,1.59
MMC,9/30/09,$9.30 ,$6.04 ,1.54
MMC,12/31/09,$9.47 ,$5.86 ,1.62
MMC,3/31/10,$8.95 ,$6.01 ,1.49
MMC,6/30/10,$9.58 ,$6.04 ,1.59
MMC,9/30/10,$8.49 ,$6.42 ,1.32
MMC,12/31/10,$8.90 ,$6.42 ,1.39
MMC,3/31/11,$8.39 ,$6.69 ,1.25
MMC,6/30/11,$8.67 ,$6.78 ,1.28
MMC,9/30/11,$8.66 ,$6.47 ,1.34
MMC,12/31/11,$9.51 ,$5.94 ,1.6
MMC,3/31/12,$8.75 ,$6.27 ,1.4
MMC,6/30/12,$8.86 ,$6.34 ,1.4
MMC,9/30/12,$9.16 ,$6.58 ,1.39
MMC,12/31/12,$9.68 ,$6.61 ,1.47
MMC,3/31/13,$8.82 ,$6.71 ,1.31
MMC,6/30/13,$8.99 ,$6.85 ,1.31
MMC,9/30/13,$9.86 ,$7.12 ,1.38
MMC,12/31/13,$9.01 ,$7.98 ,1.13
MMC,3/31/14,$8.53 ,$8.04 ,1.06
MMC,6/30/14,$9.36 ,$8.23 ,1.14
MMC,9/30/14,$10.07 ,$7.92 ,1.27
MMC,12/31/14,$10.66 ,$7.13 ,1.49
MMC,3/31/15,$9.97 ,$6.86 ,1.45
MMC,6/30/15,$10.54 ,$6.87 ,1.53
MMC,9/30/15,$11.38 ,$6.34 ,1.79
MMC,12/31/15,$11.61 ,$6.60 ,1.76
MMC,3/31/16,$11.36 ,$6.77 ,1.68
MMC,6/30/16,$11.37 ,$6.71 ,1.7
MMC,9/30/16,$11.60 ,$6.75 ,1.72
MMC,12/31/16,$11.92 ,$6.27 ,1.9
MMC,3/31/17,$12.35 ,$6.62 ,1.87
MMC,6/30/17,$12.37 ,$7.07 ,1.75
MMC,9/30/17,$12.56 ,$7.13 ,1.76
MMC,12/31/17,$12.99 ,$7.44 ,1.75
MMC,3/31/18,$13.36 ,$8.02 ,1.67
MMC,6/30/18,$13.36 ,$7.80 ,1.71
MMC,9/30/18,$13.59 ,$7.54 ,1.8
MMC,12/31/18,$13.99 ,$7.58 ,1.85
MMC,3/31/19,$22.15 ,$7.99 ,2.77
MMC,6/30/19,$23.78 ,$8.34 ,2.85
MMC,9/30/19,$23.30 ,$7.80 ,2.99
MMC,12/31/19,$23.41 ,$7.94 ,2.95
MMC,3/31/20,$23.94 ,$7.45 ,3.21
MMC,6/30/20,$23.78 ,$8.39 ,2.83
MMC,9/30/20,$23.93 ,$8.75 ,2.73
MMC,12/31/20,$23.79 ,$9.26 ,2.57
MS,2/28/05,$773.72 ,$28.50 ,27.15
MS,5/31/05,$790.38 ,$28.33 ,27.9
MS,8/31/05,$809.17 ,$28.23 ,28.67
MS,11/30/05,$869.34 ,$29.18 ,29.79
MS,2/28/06,$929.49 ,$30.12 ,30.86
MS,5/31/06,$994.79 ,$32.26 ,30.84
MS,8/31/06,$994.70 ,$34.17 ,29.11
MS,11/30/06,"$1,085.83 ",$35.36 ,30.7
MS,2/28/07,"$1,144.11 ",$37.95 ,30.15
MS,5/31/07,"$1,160.48 ",$39.51 ,29.37
MS,8/31/07,"$1,149.88 ",$35.25 ,32.62
MS,11/30/07,"$1,014.14 ",$31.27 ,32.43
MS,12/31/07,$0.00 ,,0
MS,2/29/08,"$1,057.62 ",$33.28 ,31.78
MS,3/31/08,$0.00 ,,0
MS,5/31/08,$996.74 ,$34.49 ,28.9
MS,6/30/08,$0.00 ,,0
MS,8/31/08,$951.64 ,$35.77 ,26.61
MS,9/30/08,$0.00 ,,0
MS,11/30/08,$607.50 ,$51.54 ,11.79
MS,12/31/08,$627.31 ,$49.46 ,12.68
MS,3/31/09,$576.82 ,$49.21 ,11.72
MS,6/30/09,$625.49 ,$51.46 ,12.15
MS,9/30/09,$717.28 ,$52.22 ,13.74
MS,12/31/09,$718.68 ,$52.78 ,13.62
MS,3/31/10,$764.54 ,$55.18 ,13.86
MS,6/30/10,$750.30 ,$59.16 ,12.68
MS,9/30/10,$775.79 ,$65.58 ,11.83
MS,12/31/10,$742.29 ,$65.41 ,11.35
MS,3/31/11,$769.68 ,$66.51 ,11.57
MS,6/30/11,$762.60 ,$68.14 ,11.19
MS,9/30/11,$724.85 ,$70.09 ,10.34
MS,12/31/11,$679.82 ,$70.08 ,9.7
MS,3/31/12,$710.44 ,$70.59 ,10.06
MS,6/30/12,$676.88 ,$71.64 ,9.45
MS,9/30/12,$699.82 ,$65.17 ,10.74
MS,12/31/12,$715.53 ,$65.43 ,10.94
MS,3/31/13,$735.31 ,$66.07 ,11.13
MS,6/30/13,$736.58 ,$66.11 ,11.14
MS,9/30/13,$763.98 ,$68.24 ,11.2
MS,12/31/13,$763.67 ,$69.03 ,11.06
MS,3/31/14,$761.11 ,$70.27 ,10.83
MS,6/30/14,$754.37 ,$72.20 ,10.45
MS,9/30/14,$740.50 ,$74.01 ,10.01
MS,12/31/14,$729.41 ,$72.10 ,10.12
MS,3/31/15,$753.63 ,$75.47 ,9.99
MS,6/30/15,$749.69 ,$76.07 ,9.86
MS,9/30/15,$757.69 ,$76.42 ,9.92
MS,12/31/15,$711.28 ,$76.18 ,9.34
MS,3/31/16,$730.32 ,$77.18 ,9.46
MS,6/30/16,$750.50 ,$78.38 ,9.58
MS,9/30/16,$735.43 ,$78.46 ,9.37
MS,12/31/16,$737.77 ,$77.18 ,9.56
MS,3/31/17,$753.31 ,$79.08 ,9.53
MS,6/30/17,$761.05 ,$79.97 ,9.52
MS,9/30/17,$773.58 ,$80.11 ,9.66
MS,12/31/17,$773.27 ,$78.47 ,9.86
MS,3/31/18,$779.01 ,$79.49 ,9.8
MS,6/30/18,$795.37 ,$80.51 ,9.88
MS,9/30/18,$785.44 ,$80.07 ,9.81
MS,12/31/18,$772.13 ,$81.41 ,9.49
MS,3/31/19,$794.07 ,$81.89 ,9.7
MS,6/30/19,$809.11 ,$82.85 ,9.77
MS,9/30/19,$819.05 ,$83.55 ,9.8
MS,12/31/19,$812.73 ,$82.70 ,9.83
MS,3/31/20,$860.57 ,$87.23 ,9.87
MS,6/30/20,$887.35 ,$88.01 ,10.08
MS,9/30/20,$866.12 ,$89.82 ,9.64
MS,12/31/20,$0.00 ,,0
MTB,3/31/05,$48.21 ,$5.67 ,8.5
MTB,6/30/05,$48.64 ,$5.84 ,8.33
MTB,9/30/05,$48.99 ,$5.85 ,8.38
MTB,12/31/05,$49.27 ,$5.88 ,8.38
MTB,3/31/06,$49.50 ,$5.92 ,8.36
MTB,6/30/06,$50.51 ,$6.00 ,8.42
MTB,9/30/06,$50.22 ,$6.15 ,8.17
MTB,12/31/06,$50.78 ,$6.28 ,8.09
MTB,3/31/07,$51.59 ,$6.25 ,8.25
MTB,6/30/07,$51.69 ,$6.18 ,8.37
MTB,9/30/07,$53.77 ,$6.24 ,8.62
MTB,12/31/07,$58.39 ,$6.49 ,9
MTB,3/31/08,$59.60 ,$6.49 ,9.19
MTB,6/30/08,$59.37 ,$6.52 ,9.11
MTB,9/30/08,$58.83 ,$6.42 ,9.17
MTB,12/31/08,$59.03 ,$6.79 ,8.7
MTB,3/31/09,$57.98 ,$6.90 ,8.4
MTB,6/30/09,$62.51 ,$7.40 ,8.45
MTB,9/30/09,$61.39 ,$7.61 ,8.06
MTB,12/31/09,$61.13 ,$7.75 ,7.88
MTB,3/31/10,$60.52 ,$7.92 ,7.65
MTB,6/30/10,$60.05 ,$8.10 ,7.41
MTB,9/30/10,$60.02 ,$8.23 ,7.29
MTB,12/31/10,$59.66 ,$8.36 ,7.14
MTB,3/31/11,$59.37 ,$8.51 ,6.98
MTB,6/30/11,$68.48 ,$9.24 ,7.41
MTB,9/30/11,$68.49 ,$9.38 ,7.31
MTB,12/31/11,$68.65 ,$9.27 ,7.41
MTB,3/31/12,$69.76 ,$9.43 ,7.4
MTB,6/30/12,$71.18 ,$9.63 ,7.39
MTB,9/30/12,$71.14 ,$9.95 ,7.15
MTB,12/31/12,$72.81 ,$10.20 ,7.14
MTB,3/31/13,$72.39 ,$10.42 ,6.95
MTB,6/30/13,$72.51 ,$10.72 ,6.77
MTB,9/30/13,$73.41 ,$11.02 ,6.66
MTB,12/31/13,$73.86 ,$11.31 ,6.53
MTB,3/31/14,$76.64 ,$11.89 ,6.45
MTB,6/30/14,$78.67 ,$12.17 ,6.47
MTB,9/30/14,$84.90 ,$12.33 ,6.88
MTB,12/31/14,$84.35 ,$12.34 ,6.84
MTB,3/31/15,$85.85 ,$12.53 ,6.85
MTB,6/30/15,$84.41 ,$12.67 ,6.66
MTB,9/30/15,$84.88 ,$12.92 ,6.57
MTB,12/31/15,$106.62 ,$16.17 ,6.59
MTB,3/31/16,$108.27 ,$16.36 ,6.62
MTB,6/30/16,$107.35 ,$16.47 ,6.52
MTB,9/30/16,$110.50 ,$16.34 ,6.76
MTB,12/31/16,$106.96 ,$16.49 ,6.49
MTB,3/31/17,$107.01 ,$16.21 ,6.6
MTB,6/30/17,$104.61 ,$16.28 ,6.42
MTB,9/30/17,$104.08 ,$16.32 ,6.38
MTB,12/31/17,$102.34 ,$16.25 ,6.3
MTB,3/31/18,$102.91 ,$15.71 ,6.55
MTB,6/30/18,$102.85 ,$15.58 ,6.6
MTB,9/30/18,$101.39 ,$15.44 ,6.57
MTB,12/31/18,$104.64 ,$15.46 ,6.77
MTB,3/31/19,$104.44 ,$15.59 ,6.7
MTB,6/30/19,$105.86 ,$15.69 ,6.75
MTB,9/30/19,$109.72 ,$15.78 ,6.95
MTB,12/31/19,$104.16 ,$15.72 ,6.63
MTB,3/31/20,$108.76 ,$15.82 ,6.88
MTB,6/30/20,$123.59 ,$15.95 ,7.75
MTB,9/30/20,$122.53 ,$16.10 ,7.61
MTB,12/31/20,$126.41 ,$16.19 ,7.81
NDAQ,3/31/05,$0.72 ,$0.17 ,4.27
NDAQ,6/30/05,$0.91 ,$0.16 ,5.55
NDAQ,9/30/05,$0.91 ,$0.21 ,4.43
NDAQ,12/31/05,$1.79 ,$0.25 ,7.09
NDAQ,3/31/06,$1.83 ,$0.52 ,3.5
NDAQ,6/30/06,$2.24 ,$1.18 ,1.9
NDAQ,9/30/06,$2.23 ,$1.32 ,1.69
NDAQ,12/31/06,$2.26 ,$1.46 ,1.55
NDAQ,3/31/07,$2.33 ,$1.44 ,1.61
NDAQ,6/30/07,$2.40 ,$1.60 ,1.5
NDAQ,9/30/07,$1.22 ,$1.78 ,0.69
NDAQ,12/31/07,$0.77 ,$2.21 ,0.35
NDAQ,3/31/08,$4.18 ,$4.61 ,0.91
NDAQ,6/30/08,$4.25 ,$4.72 ,0.9
NDAQ,9/30/08,$5.46 ,$4.76 ,1.15
NDAQ,12/31/08,$8.45 ,$4.30 ,1.96
NDAQ,3/31/09,$8.20 ,$4.26 ,1.93
NDAQ,6/30/09,$7.15 ,$4.51 ,1.58
NDAQ,9/30/09,$7.37 ,$4.97 ,1.48
NDAQ,12/31/09,$5.78 ,$4.94 ,1.17
NDAQ,3/31/10,$5.59 ,$4.93 ,1.13
NDAQ,6/30/10,$5.22 ,$4.69 ,1.11
NDAQ,9/30/10,$5.28 ,$5.08 ,1.04
NDAQ,12/31/10,$11.48 ,$4.73 ,2.43
NDAQ,3/31/11,$13.03 ,$5.04 ,2.59
NDAQ,6/30/11,$9.06 ,$5.16 ,1.76
NDAQ,9/30/11,$8.16 ,$5.00 ,1.63
NDAQ,12/31/11,$9.11 ,$4.99 ,1.83
NDAQ,3/31/12,$3.86 ,$5.16 ,0.75
NDAQ,6/30/12,$3.96 ,$4.97 ,0.8
NDAQ,9/30/12,$3.78 ,$5.14 ,0.74
NDAQ,12/31/12,$3.92 ,$5.21 ,0.75
NDAQ,3/31/13,$3.99 ,$5.20 ,0.77
NDAQ,6/30/13,$6.09 ,$5.86 ,1.04
NDAQ,9/30/13,$6.43 ,$6.06 ,1.06
NDAQ,12/31/13,$6.39 ,$6.18 ,1.03
NDAQ,3/31/14,$6.74 ,$6.24 ,1.08
NDAQ,6/30/14,$6.91 ,$6.21 ,1.11
NDAQ,9/30/14,$6.57 ,$6.12 ,1.08
NDAQ,12/31/14,$6.28 ,$5.79 ,1.08
NDAQ,3/31/15,$6.70 ,$5.55 ,1.21
NDAQ,6/30/15,$6.39 ,$5.72 ,1.12
NDAQ,9/30/15,$6.22 ,$5.55 ,1.12
NDAQ,12/31/15,$6.25 ,$5.61 ,1.12
NDAQ,3/31/16,$8.02 ,$5.70 ,1.41
NDAQ,6/30/16,$9.38 ,$5.72 ,1.64
NDAQ,9/30/16,$9.05 ,$5.75 ,1.57
NDAQ,12/31/16,$8.72 ,$5.43 ,1.61
NDAQ,3/31/17,$9.14 ,$5.35 ,1.71
NDAQ,6/30/17,$9.08 ,$5.58 ,1.63
NDAQ,9/30/17,$9.34 ,$5.74 ,1.63
NDAQ,12/31/17,$9.47 ,$5.88 ,1.61
NDAQ,3/31/18,$10.07 ,$5.73 ,1.76
NDAQ,6/30/18,$9.60 ,$5.54 ,1.73
NDAQ,9/30/18,$9.25 ,$5.60 ,1.65
NDAQ,12/31/18,$10.25 ,$5.45 ,1.88
NDAQ,3/31/19,$9.01 ,$5.49 ,1.64
NDAQ,6/30/19,$8.58 ,$5.55 ,1.55
NDAQ,9/30/19,$7.65 ,$5.33 ,1.44
NDAQ,12/31/19,$8.29 ,$5.64 ,1.47
NDAQ,3/31/20,$9.40 ,$5.40 ,1.74
NDAQ,6/30/20,$8.80 ,$5.76 ,1.53
NDAQ,9/30/20,$8.82 ,$6.01 ,1.47
NDAQ,12/31/20,$11.54 ,$6.44 ,1.79
NNI,3/31/05,$15.51 ,$0.53 ,29.52
NNI,6/30/05,$16.79 ,$0.52 ,32.05
NNI,9/30/05,$17.72 ,$0.60 ,29.68
NNI,12/31/05,$22.15 ,$0.65 ,34.1
NNI,3/31/06,$23.09 ,$0.72 ,32.19
NNI,6/30/06,$24.79 ,$0.75 ,32.96
NNI,9/30/06,$25.21 ,$0.68 ,37.01
NNI,12/31/06,$26.13 ,$0.67 ,38.89
NNI,3/31/07,$27.00 ,$0.61 ,44.17
NNI,6/30/07,$28.26 ,$0.61 ,46.24
NNI,9/30/07,$28.75 ,$0.59 ,48.57
NNI,12/31/07,$28.55 ,$0.61 ,46.9
NNI,3/31/08,$29.48 ,$0.54 ,54.79
NNI,6/30/08,$27.85 ,$0.58 ,47.68
NNI,9/30/08,$28.36 ,$0.61 ,46.51
NNI,12/31/08,$27.21 ,$0.64 ,42.31
NNI,3/31/09,$27.42 ,$0.67 ,40.83
NNI,6/30/09,$27.43 ,$0.68 ,40.27
NNI,9/30/09,$26.86 ,$0.73 ,36.9
NNI,12/31/09,$25.09 ,$0.79 ,31.98
NNI,3/31/10,$26.00 ,$0.84 ,30.99
NNI,6/30/10,$27.69 ,$0.87 ,31.69
NNI,9/30/10,$27.74 ,$0.85 ,32.85
NNI,12/31/10,$24.99 ,$0.91 ,27.56
NNI,3/31/11,$24.34 ,$0.96 ,25.48
NNI,6/30/11,$23.88 ,$0.99 ,24.15
NNI,9/30/11,$25.23 ,$1.01 ,24.94
NNI,12/31/11,$24.79 ,$1.07 ,23.25
NNI,3/31/12,$24.34 ,$1.11 ,21.97
NNI,6/30/12,$24.12 ,$1.15 ,21.07
NNI,9/30/12,$23.23 ,$1.18 ,19.75
NNI,12/31/12,$25.44 ,$1.17 ,21.84
NNI,3/31/13,$25.42 ,$1.23 ,20.73
NNI,6/30/13,$24.98 ,$1.32 ,18.93
NNI,9/30/13,$25.16 ,$1.38 ,18.26
NNI,12/31/13,$26.33 ,$1.44 ,18.23
NNI,3/31/14,$25.97 ,$1.51 ,17.16
NNI,6/30/14,$29.79 ,$1.58 ,18.85
NNI,9/30/14,$29.04 ,$1.66 ,17.52
NNI,12/31/14,$28.37 ,$1.73 ,16.44
NNI,3/31/15,$28.17 ,$1.78 ,15.82
NNI,6/30/15,$28.44 ,$1.81 ,15.75
NNI,9/30/15,$29.21 ,$1.84 ,15.92
NNI,12/31/15,$28.53 ,$1.89 ,15.08
NNI,3/31/16,$27.70 ,$1.89 ,14.68
NNI,6/30/16,$26.81 ,$1.91 ,14.06
NNI,9/30/16,$25.69 ,$1.98 ,12.97
NNI,12/31/16,$25.12 ,$2.07 ,12.13
NNI,3/31/17,$24.01 ,$2.13 ,11.29
NNI,6/30/17,$23.19 ,$2.13 ,10.89
NNI,9/30/17,$22.64 ,$2.13 ,10.63
NNI,12/31/17,$21.80 ,$2.17 ,10.07
NNI,3/31/18,$21.65 ,$2.25 ,9.64
NNI,6/30/18,$22.92 ,$2.29 ,10.02
NNI,9/30/18,$22.78 ,$2.33 ,9.79
NNI,12/31/18,$22.91 ,$2.32 ,9.9
NNI,3/31/19,$22.39 ,$2.33 ,9.61
NNI,6/30/19,$21.89 ,$2.33 ,9.41
NNI,9/30/19,$21.58 ,$2.36 ,9.17
NNI,12/31/19,$21.32 ,$2.39 ,8.92
NNI,3/31/20,$20.96 ,$2.33 ,9.01
NNI,6/30/20,$20.27 ,$2.34 ,8.66
NNI,9/30/20,$19.82 ,$2.40 ,8.25
NNI,12/31/20,$20.02 ,$2.63 ,7.62
NTRS,3/31/05,$44.40 ,$3.36 ,13.21
NTRS,6/30/05,$42.81 ,$3.45 ,12.42
NTRS,9/30/05,$44.90 ,$3.53 ,12.72
NTRS,12/31/05,$49.81 ,$3.60 ,13.83
NTRS,3/31/06,$46.49 ,$3.70 ,12.55
NTRS,6/30/06,$49.52 ,$3.81 ,13
NTRS,9/30/06,$51.27 ,$3.94 ,13.03
NTRS,12/31/06,$56.77 ,$3.94 ,14.39
NTRS,3/31/07,$55.49 ,$4.04 ,13.72
NTRS,6/30/07,$55.38 ,$4.23 ,13.1
NTRS,9/30/07,$58.74 ,$4.36 ,13.47
NTRS,12/31/07,$63.10 ,$4.51 ,13.99
NTRS,3/31/08,$72.72 ,$4.76 ,15.28
NTRS,6/30/08,$69.84 ,$4.96 ,14.07
NTRS,9/30/08,$74.41 ,$4.84 ,15.39
NTRS,12/31/08,$75.66 ,$6.39 ,11.84
NTRS,3/31/09,$71.94 ,$6.53 ,11.03
NTRS,6/30/09,$68.92 ,$6.13 ,11.25
NTRS,9/30/09,$71.68 ,$6.22 ,11.52
NTRS,12/31/09,$75.83 ,$6.31 ,12.01
NTRS,3/31/10,$69.87 ,$6.45 ,10.84
NTRS,6/30/10,$73.43 ,$6.62 ,11.09
NTRS,9/30/10,$73.96 ,$6.77 ,10.93
NTRS,12/31/10,$77.01 ,$6.83 ,11.28
NTRS,3/31/11,$85.75 ,$6.93 ,12.38
NTRS,6/30/11,$90.37 ,$7.03 ,12.86
NTRS,9/30/11,$88.95 ,$7.15 ,12.44
NTRS,12/31/11,$93.11 ,$7.12 ,13.08
NTRS,3/31/12,$84.38 ,$7.22 ,11.68
NTRS,6/30/12,$87.07 ,$7.39 ,11.78
NTRS,9/30/12,$86.10 ,$7.53 ,11.43
NTRS,12/31/12,$89.94 ,$7.53 ,11.95
NTRS,3/31/13,$85.55 ,$7.61 ,11.24
NTRS,6/30/13,$89.51 ,$7.73 ,11.59
NTRS,9/30/13,$88.15 ,$7.82 ,11.28
NTRS,12/31/13,$95.04 ,$7.91 ,12.01
NTRS,3/31/14,$95.88 ,$7.95 ,12.06
NTRS,6/30/14,$97.72 ,$8.04 ,12.15
NTRS,9/30/14,$102.61 ,$8.54 ,12.01
NTRS,12/31/14,$101.50 ,$8.45 ,12.01
NTRS,3/31/15,$98.34 ,$8.61 ,11.43
NTRS,6/30/15,$111.19 ,$8.75 ,12.71
NTRS,9/30/15,$111.21 ,$8.79 ,12.66
NTRS,12/31/15,$108.04 ,$8.71 ,12.41
NTRS,3/31/16,$108.97 ,$8.83 ,12.34
NTRS,6/30/16,$112.56 ,$8.95 ,12.57
NTRS,9/30/16,$110.51 ,$9.58 ,11.54
NTRS,12/31/16,$114.16 ,$9.77 ,11.68
NTRS,3/31/17,$111.51 ,$9.98 ,11.18
NTRS,6/30/17,$115.54 ,$10.07 ,11.48
NTRS,9/30/17,$121.24 ,$10.17 ,11.93
NTRS,12/31/17,$128.37 ,$10.22 ,12.57
NTRS,3/31/18,$119.45 ,$10.23 ,11.68
NTRS,6/30/18,$124.75 ,$10.36 ,12.04
NTRS,9/30/18,$122.01 ,$10.37 ,11.77
NTRS,12/31/18,$121.70 ,$10.51 ,11.58
NTRS,3/31/19,$111.25 ,$10.62 ,10.48
NTRS,6/30/19,$115.75 ,$10.81 ,10.71
NTRS,9/30/19,$113.55 ,$10.81 ,10.5
NTRS,12/31/19,$125.74 ,$11.09 ,11.34
NTRS,3/31/20,$150.83 ,$10.88 ,13.86
NTRS,6/30/20,$140.05 ,$11.38 ,12.3
NTRS,9/30/20,$140.50 ,$11.58 ,12.13
NTRS,12/31/20,$158.32 ,$11.69 ,13.55
ORCC,3/31/16,$0.00 ,$0.00 ,0
ORCC,6/30/16,$0.08 ,$0.42 ,0.18
ORCC,9/30/16,$0.39 ,$0.47 ,0.83
ORCC,12/31/16,$0.50 ,$0.68 ,0.74
ORCC,3/31/17,$0.61 ,$0.69 ,0.87
ORCC,6/30/17,$0.81 ,$1.08 ,0.74
ORCC,9/30/17,$0.93 ,$1.30 ,0.71
ORCC,12/31/17,$0.97 ,$1.47 ,0.66
ORCC,3/31/18,$1.40 ,$1.67 ,0.84
ORCC,6/30/18,$1.57 ,$2.10 ,0.75
ORCC,9/30/18,$2.10 ,$2.77 ,0.76
ORCC,12/31/18,$2.69 ,$3.27 ,0.82
ORCC,3/31/19,$2.90 ,$4.08 ,0.71
ORCC,6/30/19,$1.84 ,$5.71 ,0.32
ORCC,9/30/19,$2.64 ,$5.93 ,0.45
ORCC,12/31/19,$3.23 ,$5.98 ,0.54
ORCC,3/31/20,$3.91 ,$5.51 ,0.71
ORCC,6/30/20,$3.91 ,$5.59 ,0.7
ORCC,9/30/20,$4.54 ,$5.69 ,0.8
ORCC,12/31/20,$5.56 ,$5.75 ,0.97
ORI,3/31/05,$6.80 ,$3.88 ,1.75
ORI,6/30/05,$6.98 ,$4.07 ,1.71
ORI,9/30/05,$7.21 ,$4.13 ,1.75
ORI,12/31/05,$7.52 ,$4.02 ,1.87
